episode,return_prisoner,return_guards_mean,outcome,length
7818,1.0,1.0,captured,13
7819,-1.0,-1.0,escaped,13
7820,1.0,1.0,captured,9
7821,1.0,1.0,captured,16
7822,1.0,1.0,captured,11
7823,1.0,1.0,captured,15
7824,1.0,1.0,captured,13
7825,1.0,1.0,captured,10
7826,1.0,1.0,captured,12
7827,-1.0,-1.0,escaped,6
7828,1.0,1.0,captured,9
7829,-1.0,-1.0,escaped,17
7830,1.0,1.0,captured,12
7831,1.0,1.0,captured,10
7832,1.0,1.0,captured,10
7833,1.0,1.0,captured,10
7834,1.0,1.0,captured,7
7835,1.0,1.0,captured,6
7836,1.0,1.0,captured,10
7837,1.0,1.0,captured,10
7838,1.0,1.0,captured,12
7839,-1.0,-1.0,escaped,2
7840,1.0,1.0,captured,14
7841,1.0,1.0,captured,9
7842,1.0,1.0,captured,15
7843,1.0,1.0,captured,12
7844,1.0,1.0,captured,11
7845,-1.0,-1.0,escaped,5
7846,1.0,1.0,captured,11
7847,1.0,1.0,captured,10
7848,1.0,1.0,captured,9
7849,-1.0,-1.0,escaped,9
7850,1.0,1.0,captured,17
7851,1.0,1.0,captured,10
7852,1.0,1.0,captured,14
7853,1.0,1.0,captured,9
7854,1.0,1.0,captured,18
7855,1.0,1.0,captured,15
7856,1.0,1.0,captured,14
7857,1.0,1.0,captured,7
7858,1.0,1.0,captured,14
7859,1.0,1.0,captured,6
7860,1.0,1.0,captured,13
7861,1.0,1.0,captured,8
7862,1.0,1.0,captured,14
7863,1.0,1.0,captured,10
7864,-1.0,-1.0,escaped,5
7865,1.0,1.0,captured,15
7866,1.0,1.0,captured,7
7867,1.0,1.0,captured,10
7868,-1.0,-1.0,escaped,10
7869,1.0,1.0,captured,12
7870,1.0,1.0,captured,14
7871,1.0,1.0,captured,11
7872,-1.0,-1.0,escaped,9
7873,1.0,1.0,captured,13
7874,1.0,1.0,captured,6
7875,1.0,1.0,captured,17
7876,1.0,1.0,captured,15
7877,-1.0,-1.0,escaped,12
7878,1.0,1.0,captured,14
7879,-1.0,-1.0,escaped,6
7880,1.0,1.0,captured,10
7881,-1.0,-1.0,escaped,7
7882,1.0,1.0,captured,12
7883,-1.0,-1.0,escaped,4
7884,1.0,1.0,captured,12
7885,1.0,1.0,captured,11
7886,1.0,1.0,captured,12
7887,1.0,1.0,captured,11
7888,1.0,1.0,captured,25
7889,1.0,1.0,captured,13
7890,1.0,1.0,captured,10
7891,1.0,1.0,captured,14
7892,1.0,1.0,captured,12
7893,-1.0,-1.0,escaped,14
7894,1.0,1.0,captured,14
7895,1.0,1.0,captured,11
7896,1.0,1.0,captured,11
7897,1.0,1.0,captured,15
7898,1.0,1.0,captured,7
7899,-1.0,-1.0,escaped,6
7900,-1.0,-1.0,escaped,9
7901,1.0,1.0,captured,8
7902,1.0,1.0,captured,8
7903,1.0,1.0,captured,9
7904,1.0,1.0,captured,11
7905,1.0,1.0,captured,7
7906,-1.0,-1.0,escaped,6
7907,1.0,1.0,captured,8
7908,1.0,1.0,captured,14
7909,1.0,1.0,captured,10
7910,1.0,1.0,captured,12
7911,1.0,1.0,captured,12
7912,1.0,1.0,captured,8
7913,1.0,1.0,captured,12
7914,1.0,1.0,captured,9
7915,1.0,1.0,captured,26
7916,-1.0,-1.0,escaped,9
7917,1.0,1.0,captured,11
7918,-1.0,-1.0,escaped,5
7919,1.0,1.0,captured,13
7920,1.0,1.0,captured,16
7921,1.0,1.0,captured,8
7922,-1.0,-1.0,escaped,5
7923,1.0,1.0,captured,13
7924,1.0,1.0,captured,12
7925,1.0,1.0,captured,10
7926,1.0,1.0,captured,9
7927,-1.0,-1.0,escaped,4
7928,1.0,1.0,captured,10
7929,1.0,1.0,captured,12
7930,1.0,1.0,captured,10
7931,1.0,1.0,captured,6
7932,1.0,1.0,captured,9
7933,-1.0,-1.0,escaped,7
7934,1.0,1.0,captured,14
7935,1.0,1.0,captured,10
7936,1.0,1.0,captured,9
7937,1.0,1.0,captured,23
7938,-1.0,-1.0,escaped,12
7939,1.0,1.0,captured,13
7940,1.0,1.0,captured,11
7941,1.0,1.0,captured,22
7942,1.0,1.0,captured,9
7943,-1.0,-1.0,escaped,10
7944,1.0,1.0,captured,11
7945,1.0,1.0,captured,13
7946,1.0,1.0,captured,10
7947,1.0,1.0,captured,13
7948,1.0,1.0,captured,10
7949,1.0,1.0,captured,25
7950,1.0,1.0,captured,12
7951,1.0,1.0,captured,10
7952,1.0,1.0,captured,11
7953,1.0,1.0,captured,11
7954,1.0,1.0,captured,13
7955,1.0,1.0,captured,8
7956,1.0,1.0,captured,12
7957,1.0,1.0,captured,12
7958,1.0,1.0,captured,13
7959,-1.0,-1.0,escaped,8
7960,1.0,1.0,captured,11
7961,1.0,1.0,captured,9
7962,1.0,1.0,captured,11
7963,-1.0,-1.0,escaped,9
7964,1.0,1.0,captured,13
7965,1.0,1.0,captured,9
7966,1.0,1.0,captured,9
7967,1.0,1.0,captured,12
7968,1.0,1.0,captured,15
7969,1.0,1.0,captured,10
7970,1.0,1.0,captured,12
7971,1.0,1.0,captured,14
7972,1.0,1.0,captured,7
7973,1.0,1.0,captured,13
7974,1.0,1.0,captured,9
7975,1.0,1.0,captured,8
7976,1.0,1.0,captured,11
7977,1.0,1.0,captured,11
7978,1.0,1.0,captured,9
7979,1.0,1.0,captured,12
7980,1.0,1.0,captured,12
7981,1.0,1.0,captured,10
7982,1.0,1.0,captured,11
7983,1.0,1.0,captured,9
7984,1.0,1.0,captured,10
7985,1.0,1.0,captured,3
7986,-1.0,-1.0,escaped,4
7987,1.0,1.0,captured,8
7988,1.0,1.0,captured,10
7989,1.0,1.0,captured,11
7990,-1.0,-1.0,escaped,6
7991,1.0,1.0,captured,13
7992,1.0,1.0,captured,12
7993,1.0,1.0,captured,6
7994,1.0,1.0,captured,9
7995,-1.0,-1.0,escaped,4
7996,1.0,1.0,captured,10
7997,-1.0,-1.0,escaped,4
7998,1.0,1.0,captured,17
7999,-1.0,-1.0,escaped,12
8000,-1.0,-1.0,escaped,4
8001,1.0,1.0,captured,22
8002,1.0,1.0,captured,10
8003,1.0,1.0,captured,12
8004,1.0,1.0,captured,12
8005,1.0,1.0,captured,12
8006,1.0,1.0,captured,9
8007,1.0,1.0,captured,12
8008,1.0,1.0,captured,12
8009,-1.0,-1.0,escaped,4
8010,1.0,1.0,captured,9
8011,1.0,1.0,captured,19
8012,1.0,1.0,captured,13
8013,-1.0,-1.0,escaped,6
8014,1.0,1.0,captured,13
8015,1.0,1.0,captured,10
8016,1.0,1.0,captured,11
8017,1.0,1.0,captured,9
8018,1.0,1.0,captured,11
8019,1.0,1.0,captured,13
8020,1.0,1.0,captured,11
8021,1.0,1.0,captured,8
8022,1.0,1.0,captured,13
8023,-1.0,-1.0,escaped,3
8024,1.0,1.0,captured,14
8025,1.0,1.0,captured,11
8026,1.0,1.0,captured,14
8027,1.0,1.0,captured,13
8028,1.0,1.0,captured,11
8029,-1.0,-1.0,escaped,6
8030,1.0,1.0,captured,23
8031,1.0,1.0,captured,11
8032,1.0,1.0,captured,20
8033,-1.0,-1.0,escaped,6
8034,1.0,1.0,captured,9
8035,1.0,1.0,captured,13
8036,-1.0,-1.0,escaped,8
8037,1.0,1.0,captured,15
8038,1.0,1.0,captured,25
8039,1.0,1.0,captured,4
8040,1.0,1.0,captured,11
8041,-1.0,-1.0,escaped,3
8042,1.0,1.0,captured,9
8043,-1.0,-1.0,escaped,5
8044,1.0,1.0,captured,9
8045,1.0,1.0,captured,16
8046,1.0,1.0,captured,17
8047,1.0,1.0,captured,11
8048,1.0,1.0,captured,14
8049,-1.0,-1.0,escaped,6
8050,-1.0,-1.0,escaped,10
8051,-1.0,-1.0,escaped,4
8052,1.0,1.0,captured,10
8053,1.0,1.0,captured,8
8054,-1.0,-1.0,escaped,7
8055,1.0,1.0,captured,11
8056,1.0,1.0,captured,8
8057,1.0,1.0,captured,13
8058,1.0,1.0,captured,10
8059,1.0,1.0,captured,12
8060,1.0,1.0,captured,12
8061,1.0,1.0,captured,12
8062,1.0,1.0,captured,12
8063,1.0,1.0,captured,9
8064,-1.0,-1.0,escaped,5
8065,1.0,1.0,captured,11
8066,1.0,1.0,captured,13
8067,1.0,1.0,captured,14
8068,1.0,1.0,captured,10
8069,1.0,1.0,captured,22
8070,1.0,1.0,captured,9
8071,1.0,1.0,captured,11
8072,1.0,1.0,captured,12
8073,1.0,1.0,captured,7
8074,-1.0,-1.0,escaped,19
8075,1.0,1.0,captured,7
8076,1.0,1.0,captured,12
8077,1.0,1.0,captured,11
8078,1.0,1.0,captured,5
8079,1.0,1.0,captured,10
8080,1.0,1.0,captured,8
8081,-1.0,-1.0,escaped,7
8082,-1.0,-1.0,escaped,12
8083,1.0,1.0,captured,9
8084,1.0,1.0,captured,12
8085,1.0,1.0,captured,24
8086,1.0,1.0,captured,11
8087,1.0,1.0,captured,7
8088,-1.0,-1.0,escaped,7
8089,1.0,1.0,captured,5
8090,1.0,1.0,captured,15
8091,1.0,1.0,captured,10
8092,1.0,1.0,captured,12
8093,1.0,1.0,captured,14
8094,1.0,1.0,captured,11
8095,1.0,1.0,captured,11
8096,1.0,1.0,captured,15
8097,1.0,1.0,captured,13
8098,-1.0,-1.0,escaped,9
8099,1.0,1.0,captured,10
8100,-1.0,-1.0,escaped,4
8101,1.0,1.0,captured,9
8102,1.0,1.0,captured,11
8103,1.0,1.0,captured,12
8104,1.0,1.0,captured,8
8105,1.0,1.0,captured,2
8106,1.0,1.0,captured,7
8107,1.0,1.0,captured,13
8108,-1.0,-1.0,escaped,12
8109,1.0,1.0,captured,10
8110,-1.0,-1.0,escaped,7
8111,1.0,1.0,captured,16
8112,1.0,1.0,captured,11
8113,1.0,1.0,captured,6
8114,1.0,1.0,captured,13
8115,1.0,1.0,captured,22
8116,1.0,1.0,captured,9
8117,1.0,1.0,captured,23
8118,-1.0,-1.0,escaped,5
8119,1.0,1.0,captured,13
8120,1.0,1.0,captured,7
8121,1.0,1.0,captured,8
8122,1.0,1.0,captured,10
8123,1.0,1.0,captured,10
8124,1.0,1.0,captured,17
8125,1.0,1.0,captured,11
8126,1.0,1.0,captured,12
8127,1.0,1.0,captured,11
8128,1.0,1.0,captured,10
8129,-1.0,-1.0,escaped,5
8130,1.0,1.0,captured,13
8131,1.0,1.0,captured,13
8132,1.0,1.0,captured,11
8133,-1.0,-1.0,escaped,9
8134,1.0,1.0,captured,12
8135,1.0,1.0,captured,16
8136,1.0,1.0,captured,13
8137,-1.0,-1.0,escaped,5
8138,1.0,1.0,captured,26
8139,1.0,1.0,captured,6
8140,1.0,1.0,captured,4
8141,-1.0,-1.0,escaped,7
8142,1.0,1.0,captured,15
8143,-1.0,-1.0,escaped,7
8144,-1.0,-1.0,escaped,19
8145,1.0,1.0,captured,15
8146,1.0,1.0,captured,10
8147,1.0,1.0,captured,10
8148,1.0,1.0,captured,8
8149,1.0,1.0,captured,16
8150,1.0,1.0,captured,4
8151,-1.0,-1.0,escaped,4
8152,1.0,1.0,captured,13
8153,1.0,1.0,captured,17
8154,1.0,1.0,captured,7
8155,1.0,1.0,captured,9
8156,1.0,1.0,captured,10
8157,1.0,1.0,captured,12
8158,1.0,1.0,captured,10
8159,1.0,1.0,captured,11
8160,1.0,1.0,captured,11
8161,1.0,1.0,captured,16
8162,1.0,1.0,captured,8
8163,1.0,1.0,captured,12
8164,1.0,1.0,captured,20
8165,1.0,1.0,captured,9
8166,1.0,1.0,captured,14
8167,1.0,1.0,captured,12
8168,1.0,1.0,captured,10
8169,1.0,1.0,captured,20
8170,1.0,1.0,captured,14
8171,1.0,1.0,captured,9
8172,1.0,1.0,captured,10
8173,1.0,1.0,captured,15
8174,1.0,1.0,captured,11
8175,1.0,1.0,captured,12
8176,1.0,1.0,captured,10
8177,1.0,1.0,captured,14
8178,-1.0,-1.0,escaped,6
8179,1.0,1.0,captured,11
8180,1.0,1.0,captured,13
8181,-1.0,-1.0,escaped,8
8182,1.0,1.0,captured,12
8183,1.0,1.0,captured,8
8184,-1.0,-1.0,escaped,5
8185,1.0,1.0,captured,10
8186,-1.0,-1.0,escaped,20
8187,1.0,1.0,captured,8
8188,1.0,1.0,captured,10
8189,1.0,1.0,captured,9
8190,1.0,1.0,captured,12
8191,1.0,1.0,captured,8
8192,-1.0,-1.0,escaped,15
8193,1.0,1.0,captured,12
8194,1.0,1.0,captured,9
8195,1.0,1.0,captured,8
8196,1.0,1.0,captured,8
8197,1.0,1.0,captured,13
8198,1.0,1.0,captured,14
8199,1.0,1.0,captured,10
8200,1.0,1.0,captured,9
8201,1.0,1.0,captured,10
8202,1.0,1.0,captured,8
8203,1.0,1.0,captured,13
8204,1.0,1.0,captured,10
8205,1.0,1.0,captured,11
8206,1.0,1.0,captured,14
8207,1.0,1.0,captured,13
8208,1.0,1.0,captured,14
8209,1.0,1.0,captured,9
8210,1.0,1.0,captured,11
8211,-1.0,-1.0,escaped,18
8212,1.0,1.0,captured,8
8213,1.0,1.0,captured,9
8214,1.0,1.0,captured,12
8215,1.0,1.0,captured,7
8216,1.0,1.0,captured,15
8217,1.0,1.0,captured,14
8218,1.0,1.0,captured,8
8219,1.0,1.0,captured,10
8220,-1.0,-1.0,escaped,6
8221,1.0,1.0,captured,9
8222,1.0,1.0,captured,12
8223,1.0,1.0,captured,17
8224,1.0,1.0,captured,12
8225,1.0,1.0,captured,10
8226,1.0,1.0,captured,5
8227,1.0,1.0,captured,7
8228,1.0,1.0,captured,8
8229,-1.0,-1.0,escaped,7
8230,1.0,1.0,captured,11
8231,1.0,1.0,captured,7
8232,1.0,1.0,captured,12
8233,1.0,1.0,captured,11
8234,1.0,1.0,captured,13
8235,-1.0,-1.0,escaped,9
8236,1.0,1.0,captured,11
8237,-1.0,-1.0,escaped,5
8238,1.0,1.0,captured,11
8239,1.0,1.0,captured,14
8240,1.0,1.0,captured,13
8241,1.0,1.0,captured,12
8242,1.0,1.0,captured,9
8243,-1.0,-1.0,escaped,5
8244,1.0,1.0,captured,8
8245,1.0,1.0,captured,10
8246,1.0,1.0,captured,12
8247,1.0,1.0,captured,14
8248,1.0,1.0,captured,14
8249,1.0,1.0,captured,9
8250,1.0,1.0,captured,11
8251,1.0,1.0,captured,10
8252,1.0,1.0,captured,8
8253,1.0,1.0,captured,12
8254,1.0,1.0,captured,12
8255,1.0,1.0,captured,13
8256,1.0,1.0,captured,10
8257,1.0,1.0,captured,9
8258,-1.0,-1.0,escaped,5
8259,1.0,1.0,captured,15
8260,-1.0,-1.0,escaped,6
8261,1.0,1.0,captured,13
8262,-1.0,-1.0,escaped,10
8263,1.0,1.0,captured,18
8264,1.0,1.0,captured,15
8265,1.0,1.0,captured,10
8266,1.0,1.0,captured,23
8267,1.0,1.0,captured,8
8268,1.0,1.0,captured,9
8269,1.0,1.0,captured,10
8270,-1.0,-1.0,escaped,6
8271,1.0,1.0,captured,10
8272,1.0,1.0,captured,11
8273,1.0,1.0,captured,10
8274,1.0,1.0,captured,11
8275,1.0,1.0,captured,9
8276,1.0,1.0,captured,14
8277,1.0,1.0,captured,2
8278,1.0,1.0,captured,13
8279,1.0,1.0,captured,8
8280,-1.0,-1.0,escaped,4
8281,1.0,1.0,captured,17
8282,1.0,1.0,captured,14
8283,1.0,1.0,captured,11
8284,-1.0,-1.0,escaped,8
8285,1.0,1.0,captured,8
8286,1.0,1.0,captured,7
8287,1.0,1.0,captured,10
8288,-1.0,-1.0,escaped,7
8289,1.0,1.0,captured,14
8290,1.0,1.0,captured,11
8291,1.0,1.0,captured,15
8292,1.0,1.0,captured,21
8293,1.0,1.0,captured,9
8294,1.0,1.0,captured,10
8295,1.0,1.0,captured,11
8296,1.0,1.0,captured,11
8297,1.0,1.0,captured,9
8298,-1.0,-1.0,escaped,12
8299,1.0,1.0,captured,12
8300,1.0,1.0,captured,18
8301,1.0,1.0,captured,16
8302,-1.0,-1.0,escaped,2
8303,1.0,1.0,captured,9
8304,1.0,1.0,captured,9
8305,1.0,1.0,captured,11
8306,1.0,1.0,captured,4
8307,1.0,1.0,captured,11
8308,1.0,1.0,captured,11
8309,1.0,1.0,captured,11
8310,-1.0,-1.0,escaped,8
8311,1.0,1.0,captured,11
8312,1.0,1.0,captured,13
8313,1.0,1.0,captured,12
8314,1.0,1.0,captured,26
8315,-1.0,-1.0,escaped,4
8316,1.0,1.0,captured,13
8317,1.0,1.0,captured,10
8318,1.0,1.0,captured,9
8319,1.0,1.0,captured,6
8320,-1.0,-1.0,escaped,4
8321,1.0,1.0,captured,12
8322,-1.0,-1.0,escaped,2
8323,-1.0,-1.0,escaped,16
8324,1.0,1.0,captured,11
8325,1.0,1.0,captured,10
8326,1.0,1.0,captured,11
8327,1.0,1.0,captured,12
8328,1.0,1.0,captured,10
8329,-1.0,-1.0,escaped,6
8330,1.0,1.0,captured,9
8331,1.0,1.0,captured,14
8332,1.0,1.0,captured,13
8333,1.0,1.0,captured,8
8334,1.0,1.0,captured,13
8335,1.0,1.0,captured,14
8336,1.0,1.0,captured,12
8337,1.0,1.0,captured,9
8338,-1.0,-1.0,escaped,13
8339,1.0,1.0,captured,12
8340,-1.0,-1.0,escaped,20
8341,1.0,1.0,captured,13
8342,1.0,1.0,captured,8
8343,1.0,1.0,captured,10
8344,1.0,1.0,captured,12
8345,1.0,1.0,captured,6
8346,1.0,1.0,captured,8
8347,-1.0,-1.0,escaped,10
8348,1.0,1.0,captured,6
8349,1.0,1.0,captured,11
8350,1.0,1.0,captured,11
8351,1.0,1.0,captured,9
8352,-1.0,-1.0,escaped,15
8353,1.0,1.0,captured,10
8354,-1.0,-1.0,escaped,9
8355,1.0,1.0,captured,12
8356,1.0,1.0,captured,12
8357,1.0,1.0,captured,11
8358,1.0,1.0,captured,6
8359,1.0,1.0,captured,9
8360,1.0,1.0,captured,8
8361,1.0,1.0,captured,12
8362,1.0,1.0,captured,9
8363,1.0,1.0,captured,9
8364,1.0,1.0,captured,15
8365,-1.0,-1.0,escaped,9
8366,1.0,1.0,captured,9
8367,1.0,1.0,captured,13
8368,1.0,1.0,captured,12
8369,1.0,1.0,captured,9
8370,1.0,1.0,captured,12
8371,-1.0,-1.0,escaped,8
8372,1.0,1.0,captured,8
8373,1.0,1.0,captured,14
8374,1.0,1.0,captured,10
8375,1.0,1.0,captured,13
8376,1.0,1.0,captured,10
8377,1.0,1.0,captured,12
8378,1.0,1.0,captured,8
8379,1.0,1.0,captured,12
8380,-1.0,-1.0,escaped,9
8381,1.0,1.0,captured,15
8382,1.0,1.0,captured,23
8383,-1.0,-1.0,escaped,5
8384,-1.0,-1.0,escaped,4
8385,1.0,1.0,captured,15
8386,1.0,1.0,captured,8
8387,1.0,1.0,captured,11
8388,1.0,1.0,captured,14
8389,1.0,1.0,captured,16
8390,1.0,1.0,captured,23
8391,1.0,1.0,captured,10
8392,1.0,1.0,captured,12
8393,1.0,1.0,captured,12
8394,1.0,1.0,captured,14
8395,1.0,1.0,captured,8
8396,-1.0,-1.0,escaped,3
8397,1.0,1.0,captured,8
8398,-1.0,-1.0,escaped,6
8399,1.0,1.0,captured,14
8400,1.0,1.0,captured,6
8401,1.0,1.0,captured,11
8402,1.0,1.0,captured,14
8403,1.0,1.0,captured,16
8404,-1.0,-1.0,escaped,10
8405,1.0,1.0,captured,10
8406,-1.0,-1.0,escaped,12
8407,1.0,1.0,captured,7
8408,1.0,1.0,captured,12
8409,1.0,1.0,captured,14
8410,-1.0,-1.0,escaped,8
8411,1.0,1.0,captured,10
8412,-1.0,-1.0,escaped,9
8413,1.0,1.0,captured,10
8414,1.0,1.0,captured,9
8415,1.0,1.0,captured,9
8416,-1.0,-1.0,escaped,3
8417,1.0,1.0,captured,8
8418,1.0,1.0,captured,12
8419,1.0,1.0,captured,9
8420,1.0,1.0,captured,9
8421,1.0,1.0,captured,13
8422,1.0,1.0,captured,11
8423,1.0,1.0,captured,13
8424,1.0,1.0,captured,8
8425,1.0,1.0,captured,12
8426,1.0,1.0,captured,10
8427,1.0,1.0,captured,11
8428,1.0,1.0,captured,8
8429,1.0,1.0,captured,9
8430,1.0,1.0,captured,14
8431,-1.0,-1.0,escaped,11
8432,1.0,1.0,captured,10
8433,-1.0,-1.0,escaped,6
8434,1.0,1.0,captured,14
8435,1.0,1.0,captured,9
8436,-1.0,-1.0,escaped,4
8437,-1.0,-1.0,escaped,3
8438,1.0,1.0,captured,13
8439,1.0,1.0,captured,12
8440,1.0,1.0,captured,14
8441,-1.0,-1.0,escaped,9
8442,1.0,1.0,captured,12
8443,1.0,1.0,captured,11
8444,-1.0,-1.0,escaped,6
8445,1.0,1.0,captured,15
8446,1.0,1.0,captured,14
8447,1.0,1.0,captured,11
8448,1.0,1.0,captured,10
8449,1.0,1.0,captured,17
8450,1.0,1.0,captured,17
8451,1.0,1.0,captured,7
8452,1.0,1.0,captured,7
8453,1.0,1.0,captured,12
8454,-1.0,-1.0,escaped,10
8455,1.0,1.0,captured,14
8456,1.0,1.0,captured,12
8457,1.0,1.0,captured,25
8458,1.0,1.0,captured,7
8459,-1.0,-1.0,escaped,5
8460,1.0,1.0,captured,5
8461,1.0,1.0,captured,15
8462,1.0,1.0,captured,10
8463,-1.0,-1.0,escaped,10
8464,1.0,1.0,captured,8
8465,1.0,1.0,captured,13
8466,1.0,1.0,captured,10
8467,1.0,1.0,captured,11
8468,1.0,1.0,captured,8
8469,1.0,1.0,captured,9
8470,1.0,1.0,captured,9
8471,-1.0,-1.0,escaped,5
8472,1.0,1.0,captured,11
8473,1.0,1.0,captured,10
8474,1.0,1.0,captured,7
8475,1.0,1.0,captured,8
8476,1.0,1.0,captured,10
8477,1.0,1.0,captured,10
8478,-1.0,-1.0,escaped,7
8479,1.0,1.0,captured,10
8480,1.0,1.0,captured,10
8481,1.0,1.0,captured,11
8482,1.0,1.0,captured,14
8483,1.0,1.0,captured,14
8484,1.0,1.0,captured,7
8485,1.0,1.0,captured,5
8486,1.0,1.0,captured,10
8487,1.0,1.0,captured,4
8488,1.0,1.0,captured,11
8489,1.0,1.0,captured,11
8490,1.0,1.0,captured,14
8491,1.0,1.0,captured,22
8492,1.0,1.0,captured,13
8493,1.0,1.0,captured,9
8494,1.0,1.0,captured,7
8495,-1.0,-1.0,escaped,8
8496,-1.0,-1.0,escaped,2
8497,1.0,1.0,captured,14
8498,1.0,1.0,captured,8
8499,1.0,1.0,captured,7
8500,-1.0,-1.0,escaped,7
8501,1.0,1.0,captured,10
8502,1.0,1.0,captured,12
8503,1.0,1.0,captured,13
8504,1.0,1.0,captured,13
8505,1.0,1.0,captured,13
8506,1.0,1.0,captured,13
8507,1.0,1.0,captured,12
8508,-1.0,-1.0,escaped,5
8509,-1.0,-1.0,escaped,8
8510,1.0,1.0,captured,16
8511,1.0,1.0,captured,14
8512,1.0,1.0,captured,14
8513,-1.0,-1.0,escaped,5
8514,-1.0,-1.0,escaped,8
8515,1.0,1.0,captured,14
8516,1.0,1.0,captured,11
8517,1.0,1.0,captured,12
8518,1.0,1.0,captured,13
8519,1.0,1.0,captured,22
8520,1.0,1.0,captured,9
8521,1.0,1.0,captured,10
8522,1.0,1.0,captured,14
8523,1.0,1.0,captured,12
8524,1.0,1.0,captured,12
8525,-1.0,-1.0,escaped,9
8526,1.0,1.0,captured,14
8527,1.0,1.0,captured,9
8528,1.0,1.0,captured,13
8529,-1.0,-1.0,escaped,5
8530,1.0,1.0,captured,13
8531,1.0,1.0,captured,11
8532,-1.0,-1.0,escaped,5
8533,1.0,1.0,captured,9
8534,1.0,1.0,captured,14
8535,1.0,1.0,captured,13
8536,-1.0,-1.0,escaped,4
8537,-1.0,-1.0,escaped,6
8538,1.0,1.0,captured,12
8539,1.0,1.0,captured,11
8540,1.0,1.0,captured,11
8541,-1.0,-1.0,escaped,3
8542,1.0,1.0,captured,20
8543,1.0,1.0,captured,18
8544,-1.0,-1.0,escaped,10
8545,-1.0,-1.0,escaped,7
8546,1.0,1.0,captured,10
8547,1.0,1.0,captured,12
8548,1.0,1.0,captured,12
8549,1.0,1.0,captured,10
8550,-1.0,-1.0,escaped,14
8551,1.0,1.0,captured,15
8552,1.0,1.0,captured,8
8553,1.0,1.0,captured,13
8554,1.0,1.0,captured,12
8555,1.0,1.0,captured,25
8556,1.0,1.0,captured,12
8557,1.0,1.0,captured,13
8558,1.0,1.0,captured,8
8559,-1.0,-1.0,escaped,5
8560,1.0,1.0,captured,13
8561,1.0,1.0,captured,14
8562,1.0,1.0,captured,9
8563,1.0,1.0,captured,11
8564,1.0,1.0,captured,11
8565,1.0,1.0,captured,11
8566,1.0,1.0,captured,9
8567,1.0,1.0,captured,12
8568,1.0,1.0,captured,12
8569,1.0,1.0,captured,12
8570,-1.0,-1.0,escaped,7
8571,1.0,1.0,captured,11
8572,1.0,1.0,captured,19
8573,1.0,1.0,captured,12
8574,-1.0,-1.0,escaped,10
8575,1.0,1.0,captured,6
8576,-1.0,-1.0,escaped,8
8577,1.0,1.0,captured,21
8578,1.0,1.0,captured,5
8579,1.0,1.0,captured,11
8580,-1.0,-1.0,escaped,8
8581,-1.0,-1.0,escaped,4
8582,1.0,1.0,captured,10
8583,1.0,1.0,captured,9
8584,1.0,1.0,captured,11
8585,1.0,1.0,captured,12
8586,1.0,1.0,captured,12
8587,-1.0,-1.0,escaped,4
8588,1.0,1.0,captured,10
8589,-1.0,-1.0,escaped,6
8590,1.0,1.0,captured,10
8591,1.0,1.0,captured,10
8592,1.0,1.0,captured,8
8593,1.0,1.0,captured,11
8594,1.0,1.0,captured,12
8595,1.0,1.0,captured,15
8596,-1.0,-1.0,escaped,4
8597,1.0,1.0,captured,11
8598,1.0,1.0,captured,23
8599,-1.0,-1.0,escaped,14
8600,1.0,1.0,captured,7
8601,1.0,1.0,captured,8
8602,1.0,1.0,captured,12
8603,1.0,1.0,captured,9
8604,1.0,1.0,captured,9
8605,-1.0,-1.0,escaped,4
8606,1.0,1.0,captured,7
8607,1.0,1.0,captured,6
8608,1.0,1.0,captured,10
8609,1.0,1.0,captured,15
8610,1.0,1.0,captured,12
8611,1.0,1.0,captured,8
8612,1.0,1.0,captured,10
8613,1.0,1.0,captured,9
8614,1.0,1.0,captured,9
8615,1.0,1.0,captured,8
8616,1.0,1.0,captured,11
8617,-1.0,-1.0,escaped,9
8618,1.0,1.0,captured,20
8619,1.0,1.0,captured,9
8620,1.0,1.0,captured,15
8621,-1.0,-1.0,escaped,17
8622,1.0,1.0,captured,11
8623,1.0,1.0,captured,9
8624,1.0,1.0,captured,11
8625,1.0,1.0,captured,11
8626,1.0,1.0,captured,8
8627,1.0,1.0,captured,15
8628,1.0,1.0,captured,6
8629,1.0,1.0,captured,9
8630,1.0,1.0,captured,11
8631,1.0,1.0,captured,9
8632,-1.0,-1.0,escaped,12
8633,1.0,1.0,captured,13
8634,1.0,1.0,captured,9
8635,-1.0,-1.0,escaped,9
8636,1.0,1.0,captured,12
8637,1.0,1.0,captured,10
8638,1.0,1.0,captured,9
8639,-1.0,-1.0,escaped,12
8640,1.0,1.0,captured,5
8641,1.0,1.0,captured,7
8642,-1.0,-1.0,escaped,4
8643,1.0,1.0,captured,10
8644,1.0,1.0,captured,8
8645,1.0,1.0,captured,10
8646,1.0,1.0,captured,14
8647,-1.0,-1.0,escaped,9
8648,1.0,1.0,captured,13
8649,-1.0,-1.0,escaped,5
8650,1.0,1.0,captured,12
8651,1.0,1.0,captured,14
8652,1.0,1.0,captured,9
8653,1.0,1.0,captured,7
8654,1.0,1.0,captured,8
8655,1.0,1.0,captured,5
8656,1.0,1.0,captured,11
8657,1.0,1.0,captured,7
8658,1.0,1.0,captured,8
8659,1.0,1.0,captured,11
8660,1.0,1.0,captured,13
8661,1.0,1.0,captured,21
8662,-1.0,-1.0,escaped,12
