episode,return_prisoner,return_guards_mean,outcome,length
2351,1.0,1.0,captured,12
2352,1.0,1.0,captured,11
2353,1.0,1.0,captured,7
2354,-1.0,-1.0,escaped,8
2355,1.0,1.0,captured,13
2356,1.0,1.0,captured,16
2357,1.0,1.0,captured,18
2358,-1.0,-1.0,escaped,9
2359,1.0,1.0,captured,13
2360,1.0,1.0,captured,7
2361,1.0,1.0,captured,11
2362,1.0,1.0,captured,10
2363,1.0,1.0,captured,8
2364,1.0,1.0,captured,11
2365,-1.0,-1.0,escaped,14
2366,-1.0,-1.0,escaped,3
2367,1.0,1.0,captured,12
2368,1.0,1.0,captured,5
2369,1.0,1.0,captured,12
2370,1.0,1.0,captured,9
2371,1.0,1.0,captured,9
2372,1.0,1.0,captured,26
2373,-1.0,-1.0,escaped,9
2374,1.0,1.0,captured,12
2375,1.0,1.0,captured,8
2376,1.0,1.0,captured,11
2377,1.0,1.0,captured,13
2378,1.0,1.0,captured,15
2379,1.0,1.0,captured,10
2380,1.0,1.0,captured,5
2381,1.0,1.0,captured,14
2382,1.0,1.0,captured,12
2383,1.0,1.0,captured,13
2384,1.0,1.0,captured,14
2385,1.0,1.0,captured,9
2386,-1.0,-1.0,escaped,3
2387,-1.0,-1.0,escaped,10
2388,1.0,1.0,captured,26
2389,1.0,1.0,captured,7
2390,1.0,1.0,captured,12
2391,-1.0,-1.0,escaped,5
2392,-1.0,-1.0,escaped,5
2393,1.0,1.0,captured,11
2394,1.0,1.0,captured,9
2395,1.0,1.0,captured,10
2396,1.0,1.0,captured,10
2397,1.0,1.0,captured,12
2398,1.0,1.0,captured,13
2399,1.0,1.0,captured,13
2400,1.0,1.0,captured,13
2401,1.0,1.0,captured,15
2402,-1.0,-1.0,escaped,9
2403,-1.0,-1.0,escaped,6
2404,1.0,1.0,captured,14
2405,1.0,1.0,captured,13
2406,1.0,1.0,captured,8
2407,1.0,1.0,captured,11
2408,1.0,1.0,captured,20
2409,1.0,1.0,captured,8
2410,-1.0,-1.0,escaped,3
2411,-1.0,-1.0,escaped,5
2412,1.0,1.0,captured,11
2413,1.0,1.0,captured,12
2414,1.0,1.0,captured,11
2415,-1.0,-1.0,escaped,4
2416,-1.0,-1.0,escaped,4
2417,1.0,1.0,captured,10
2418,1.0,1.0,captured,8
2419,-1.0,-1.0,escaped,5
2420,1.0,1.0,captured,12
2421,1.0,1.0,captured,9
2422,1.0,1.0,captured,12
2423,-1.0,-1.0,escaped,18
2424,1.0,1.0,captured,12
2425,1.0,1.0,captured,11
2426,1.0,1.0,captured,12
2427,-1.0,-1.0,escaped,20
2428,1.0,1.0,captured,9
2429,1.0,1.0,captured,6
2430,-1.0,-1.0,escaped,6
2431,1.0,1.0,captured,9
2432,1.0,1.0,captured,10
2433,1.0,1.0,captured,11
2434,1.0,1.0,captured,9
2435,1.0,1.0,captured,8
2436,1.0,1.0,captured,8
2437,1.0,1.0,captured,13
2438,-1.0,-1.0,escaped,16
2439,-1.0,-1.0,escaped,5
2440,1.0,1.0,captured,10
2441,1.0,1.0,captured,13
2442,1.0,1.0,captured,19
2443,1.0,1.0,captured,19
2444,1.0,1.0,captured,11
2445,1.0,1.0,captured,12
2446,1.0,1.0,captured,13
2447,1.0,1.0,captured,12
2448,1.0,1.0,captured,13
2449,1.0,1.0,captured,8
2450,1.0,1.0,captured,13
2451,1.0,1.0,captured,12
2452,1.0,1.0,captured,26
2453,1.0,1.0,captured,10
2454,1.0,1.0,captured,14
2455,-1.0,-1.0,escaped,13
2456,-1.0,-1.0,escaped,7
2457,1.0,1.0,captured,13
2458,1.0,1.0,captured,7
2459,1.0,1.0,captured,12
2460,-1.0,-1.0,escaped,6
2461,1.0,1.0,captured,9
2462,1.0,1.0,captured,11
2463,1.0,1.0,captured,14
2464,1.0,1.0,captured,10
2465,1.0,1.0,captured,13
2466,1.0,1.0,captured,9
2467,1.0,1.0,captured,9
2468,1.0,1.0,captured,13
2469,1.0,1.0,captured,12
2470,1.0,1.0,captured,6
2471,-1.0,-1.0,escaped,7
2472,-1.0,-1.0,escaped,5
2473,1.0,1.0,captured,10
2474,1.0,1.0,captured,12
2475,1.0,1.0,captured,11
2476,1.0,1.0,captured,13
2477,1.0,1.0,captured,10
2478,1.0,1.0,captured,9
2479,1.0,1.0,captured,10
2480,1.0,1.0,captured,11
2481,1.0,1.0,captured,14
2482,1.0,1.0,captured,10
2483,-1.0,-1.0,escaped,7
2484,1.0,1.0,captured,8
2485,1.0,1.0,captured,13
2486,1.0,1.0,captured,13
2487,1.0,1.0,captured,5
2488,1.0,1.0,captured,25
2489,1.0,1.0,captured,10
2490,1.0,1.0,captured,7
2491,-1.0,-1.0,escaped,9
2492,1.0,1.0,captured,25
2493,1.0,1.0,captured,9
2494,-1.0,-1.0,escaped,11
2495,1.0,1.0,captured,7
2496,1.0,1.0,captured,10
2497,1.0,1.0,captured,13
2498,1.0,1.0,captured,7
2499,1.0,1.0,captured,6
2500,1.0,1.0,captured,8
2501,1.0,1.0,captured,11
2502,1.0,1.0,captured,4
2503,1.0,1.0,captured,11
2504,1.0,1.0,captured,7
2505,1.0,1.0,captured,5
2506,1.0,1.0,captured,13
2507,1.0,1.0,captured,12
2508,1.0,1.0,captured,9
2509,-1.0,-1.0,escaped,6
2510,1.0,1.0,captured,13
2511,1.0,1.0,captured,12
2512,1.0,1.0,captured,13
2513,1.0,1.0,captured,16
2514,1.0,1.0,captured,10
2515,1.0,1.0,captured,18
2516,1.0,1.0,captured,12
2517,1.0,1.0,captured,11
2518,1.0,1.0,captured,14
2519,-1.0,-1.0,escaped,10
2520,1.0,1.0,captured,12
2521,1.0,1.0,captured,9
2522,1.0,1.0,captured,6
2523,1.0,1.0,captured,11
2524,1.0,1.0,captured,9
2525,1.0,1.0,captured,5
2526,1.0,1.0,captured,10
2527,1.0,1.0,captured,10
2528,1.0,1.0,captured,14
2529,1.0,1.0,captured,9
2530,1.0,1.0,captured,13
2531,1.0,1.0,captured,13
2532,1.0,1.0,captured,16
2533,1.0,1.0,captured,8
2534,1.0,1.0,captured,11
2535,1.0,1.0,captured,7
2536,1.0,1.0,captured,13
2537,1.0,1.0,captured,15
2538,1.0,1.0,captured,12
2539,1.0,1.0,captured,7
2540,1.0,1.0,captured,10
2541,1.0,1.0,captured,7
2542,1.0,1.0,captured,11
2543,1.0,1.0,captured,12
2544,1.0,1.0,captured,13
2545,1.0,1.0,captured,14
2546,1.0,1.0,captured,6
2547,1.0,1.0,captured,12
2548,1.0,1.0,captured,14
2549,1.0,1.0,captured,12
2550,-1.0,-1.0,escaped,4
2551,1.0,1.0,captured,14
2552,1.0,1.0,captured,11
2553,1.0,1.0,captured,14
2554,1.0,1.0,captured,12
2555,1.0,1.0,captured,14
2556,1.0,1.0,captured,11
2557,-1.0,-1.0,escaped,12
2558,1.0,1.0,captured,12
2559,1.0,1.0,captured,8
2560,1.0,1.0,captured,12
2561,1.0,1.0,captured,9
2562,-1.0,-1.0,escaped,4
2563,1.0,1.0,captured,23
2564,1.0,1.0,captured,11
2565,1.0,1.0,captured,4
2566,1.0,1.0,captured,12
2567,-1.0,-1.0,escaped,8
2568,1.0,1.0,captured,9
2569,1.0,1.0,captured,5
2570,1.0,1.0,captured,11
2571,1.0,1.0,captured,12
2572,1.0,1.0,captured,14
2573,-1.0,-1.0,escaped,8
2574,1.0,1.0,captured,9
2575,1.0,1.0,captured,15
2576,-1.0,-1.0,escaped,4
2577,1.0,1.0,captured,18
2578,1.0,1.0,captured,8
2579,1.0,1.0,captured,7
2580,1.0,1.0,captured,9
2581,-1.0,-1.0,escaped,10
2582,1.0,1.0,captured,10
2583,1.0,1.0,captured,20
2584,1.0,1.0,captured,7
2585,-1.0,-1.0,escaped,11
2586,1.0,1.0,captured,11
2587,1.0,1.0,captured,8
2588,1.0,1.0,captured,14
2589,1.0,1.0,captured,12
2590,1.0,1.0,captured,13
2591,1.0,1.0,captured,12
2592,1.0,1.0,captured,9
2593,1.0,1.0,captured,25
2594,1.0,1.0,captured,14
2595,1.0,1.0,captured,11
2596,1.0,1.0,captured,9
2597,1.0,1.0,captured,10
2598,1.0,1.0,captured,12
2599,1.0,1.0,captured,13
2600,1.0,1.0,captured,18
2601,1.0,1.0,captured,23
2602,1.0,1.0,captured,9
2603,-1.0,-1.0,escaped,9
2604,1.0,1.0,captured,12
2605,1.0,1.0,captured,13
2606,1.0,1.0,captured,8
2607,1.0,1.0,captured,10
2608,1.0,1.0,captured,9
2609,1.0,1.0,captured,13
2610,1.0,1.0,captured,10
2611,1.0,1.0,captured,9
2612,1.0,1.0,captured,9
2613,1.0,1.0,captured,4
2614,1.0,1.0,captured,9
2615,-1.0,-1.0,escaped,10
2616,1.0,1.0,captured,11
2617,1.0,1.0,captured,12
2618,-1.0,-1.0,escaped,14
2619,1.0,1.0,captured,14
2620,1.0,1.0,captured,8
2621,1.0,1.0,captured,9
2622,1.0,1.0,captured,14
2623,-1.0,-1.0,escaped,12
2624,-1.0,-1.0,escaped,3
2625,1.0,1.0,captured,9
2626,1.0,1.0,captured,10
2627,1.0,1.0,captured,18
2628,1.0,1.0,captured,10
2629,1.0,1.0,captured,12
2630,1.0,1.0,captured,4
2631,1.0,1.0,captured,9
2632,1.0,1.0,captured,13
2633,-1.0,-1.0,escaped,5
2634,1.0,1.0,captured,13
2635,1.0,1.0,captured,23
2636,1.0,1.0,captured,13
2637,1.0,1.0,captured,9
2638,-1.0,-1.0,escaped,6
2639,1.0,1.0,captured,15
2640,1.0,1.0,captured,9
2641,1.0,1.0,captured,12
2642,-1.0,-1.0,escaped,5
2643,1.0,1.0,captured,8
2644,-1.0,-1.0,escaped,9
2645,1.0,1.0,captured,16
2646,1.0,1.0,captured,6
2647,1.0,1.0,captured,11
2648,1.0,1.0,captured,7
2649,1.0,1.0,captured,11
2650,1.0,1.0,captured,9
2651,1.0,1.0,captured,14
2652,1.0,1.0,captured,16
2653,1.0,1.0,captured,10
2654,1.0,1.0,captured,25
2655,1.0,1.0,captured,10
2656,1.0,1.0,captured,10
2657,-1.0,-1.0,escaped,6
2658,-1.0,-1.0,escaped,8
2659,1.0,1.0,captured,11
2660,1.0,1.0,captured,6
2661,1.0,1.0,captured,13
2662,1.0,1.0,captured,13
2663,-1.0,-1.0,escaped,8
2664,-1.0,-1.0,escaped,19
2665,1.0,1.0,captured,13
2666,1.0,1.0,captured,10
2667,1.0,1.0,captured,13
2668,1.0,1.0,captured,7
2669,1.0,1.0,captured,7
2670,-1.0,-1.0,escaped,9
2671,1.0,1.0,captured,1
2672,1.0,1.0,captured,9
2673,1.0,1.0,captured,14
2674,1.0,1.0,captured,12
2675,1.0,1.0,captured,8
2676,-1.0,-1.0,escaped,7
2677,1.0,1.0,captured,12
2678,1.0,1.0,captured,14
2679,1.0,1.0,captured,9
2680,-1.0,-1.0,escaped,6
2681,1.0,1.0,captured,9
2682,1.0,1.0,captured,6
2683,-1.0,-1.0,escaped,6
2684,1.0,1.0,captured,22
2685,1.0,1.0,captured,12
2686,1.0,1.0,captured,9
2687,1.0,1.0,captured,11
2688,1.0,1.0,captured,8
2689,-1.0,-1.0,escaped,6
2690,1.0,1.0,captured,10
2691,1.0,1.0,captured,12
2692,1.0,1.0,captured,19
2693,1.0,1.0,captured,5
2694,1.0,1.0,captured,9
2695,1.0,1.0,captured,12
2696,1.0,1.0,captured,9
2697,1.0,1.0,captured,8
2698,1.0,1.0,captured,9
2699,-1.0,-1.0,escaped,9
2700,1.0,1.0,captured,13
2701,1.0,1.0,captured,11
2702,1.0,1.0,captured,7
2703,1.0,1.0,captured,12
2704,1.0,1.0,captured,8
2705,-1.0,-1.0,escaped,5
2706,1.0,1.0,captured,10
2707,1.0,1.0,captured,11
2708,1.0,1.0,captured,15
2709,1.0,1.0,captured,11
2710,-1.0,-1.0,escaped,7
2711,1.0,1.0,captured,14
2712,1.0,1.0,captured,11
2713,1.0,1.0,captured,9
2714,1.0,1.0,captured,13
2715,-1.0,-1.0,escaped,6
2716,1.0,1.0,captured,9
2717,-1.0,-1.0,escaped,6
2718,1.0,1.0,captured,11
2719,-1.0,-1.0,escaped,5
2720,1.0,1.0,captured,11
2721,1.0,1.0,captured,15
2722,1.0,1.0,captured,15
2723,1.0,1.0,captured,10
2724,1.0,1.0,captured,18
2725,1.0,1.0,captured,9
2726,-1.0,-1.0,escaped,5
2727,1.0,1.0,captured,14
2728,1.0,1.0,captured,10
2729,1.0,1.0,captured,11
2730,1.0,1.0,captured,14
2731,1.0,1.0,captured,13
2732,1.0,1.0,captured,13
2733,1.0,1.0,captured,17
2734,1.0,1.0,captured,12
2735,1.0,1.0,captured,15
2736,1.0,1.0,captured,13
2737,1.0,1.0,captured,8
2738,1.0,1.0,captured,8
2739,1.0,1.0,captured,11
2740,-1.0,-1.0,escaped,11
2741,1.0,1.0,captured,19
2742,1.0,1.0,captured,12
2743,1.0,1.0,captured,12
2744,1.0,1.0,captured,6
2745,1.0,1.0,captured,11
2746,1.0,1.0,captured,7
2747,1.0,1.0,captured,9
2748,1.0,1.0,captured,10
2749,1.0,1.0,captured,15
2750,-1.0,-1.0,escaped,11
2751,1.0,1.0,captured,9
2752,1.0,1.0,captured,13
2753,1.0,1.0,captured,23
2754,1.0,1.0,captured,11
2755,-1.0,-1.0,escaped,5
2756,1.0,1.0,captured,12
2757,1.0,1.0,captured,10
2758,-1.0,-1.0,escaped,3
2759,1.0,1.0,captured,13
2760,1.0,1.0,captured,14
2761,-1.0,-1.0,escaped,18
2762,1.0,1.0,captured,16
2763,1.0,1.0,captured,11
2764,1.0,1.0,captured,6
2765,1.0,1.0,captured,9
2766,1.0,1.0,captured,13
2767,1.0,1.0,captured,13
2768,-1.0,-1.0,escaped,8
2769,1.0,1.0,captured,14
2770,1.0,1.0,captured,11
2771,1.0,1.0,captured,13
2772,1.0,1.0,captured,11
2773,1.0,1.0,captured,8
2774,1.0,1.0,captured,13
2775,1.0,1.0,captured,12
2776,1.0,1.0,captured,11
2777,1.0,1.0,captured,10
2778,1.0,1.0,captured,10
2779,1.0,1.0,captured,14
2780,1.0,1.0,captured,10
2781,-1.0,-1.0,escaped,18
2782,1.0,1.0,captured,12
2783,1.0,1.0,captured,9
2784,1.0,1.0,captured,10
2785,1.0,1.0,captured,13
2786,1.0,1.0,captured,8
2787,1.0,1.0,captured,13
2788,1.0,1.0,captured,17
2789,1.0,1.0,captured,8
2790,-1.0,-1.0,escaped,6
2791,1.0,1.0,captured,13
2792,1.0,1.0,captured,13
2793,1.0,1.0,captured,9
2794,-1.0,-1.0,escaped,8
2795,1.0,1.0,captured,12
2796,-1.0,-1.0,escaped,3
2797,-1.0,-1.0,escaped,8
2798,1.0,1.0,captured,16
2799,-1.0,-1.0,escaped,9
2800,1.0,1.0,captured,13
2801,1.0,1.0,captured,15
2802,1.0,1.0,captured,13
2803,-1.0,-1.0,escaped,5
2804,-1.0,-1.0,escaped,6
2805,1.0,1.0,captured,11
2806,1.0,1.0,captured,11
2807,1.0,1.0,captured,13
2808,1.0,1.0,captured,18
2809,1.0,1.0,captured,12
2810,1.0,1.0,captured,11
2811,1.0,1.0,captured,14
2812,1.0,1.0,captured,12
2813,1.0,1.0,captured,13
2814,1.0,1.0,captured,10
2815,1.0,1.0,captured,13
2816,1.0,1.0,captured,11
2817,-1.0,-1.0,escaped,18
2818,1.0,1.0,captured,16
2819,1.0,1.0,captured,13
2820,1.0,1.0,captured,16
2821,-1.0,-1.0,escaped,9
2822,1.0,1.0,captured,15
2823,1.0,1.0,captured,6
2824,1.0,1.0,captured,12
2825,1.0,1.0,captured,11
2826,1.0,1.0,captured,9
2827,-1.0,-1.0,escaped,6
2828,-1.0,-1.0,escaped,11
2829,1.0,1.0,captured,6
2830,-1.0,-1.0,escaped,9
2831,-1.0,-1.0,escaped,4
2832,1.0,1.0,captured,8
2833,1.0,1.0,captured,9
2834,1.0,1.0,captured,21
2835,1.0,1.0,captured,10
2836,1.0,1.0,captured,12
2837,1.0,1.0,captured,10
2838,1.0,1.0,captured,6
2839,1.0,1.0,captured,11
2840,1.0,1.0,captured,13
2841,-1.0,-1.0,escaped,18
2842,-1.0,-1.0,escaped,8
2843,1.0,1.0,captured,7
2844,-1.0,-1.0,escaped,3
2845,1.0,1.0,captured,13
2846,1.0,1.0,captured,11
2847,-1.0,-1.0,escaped,4
2848,1.0,1.0,captured,15
2849,1.0,1.0,captured,10
2850,1.0,1.0,captured,12
2851,1.0,1.0,captured,15
2852,1.0,1.0,captured,12
2853,1.0,1.0,captured,11
2854,1.0,1.0,captured,12
2855,1.0,1.0,captured,12
2856,1.0,1.0,captured,7
2857,1.0,1.0,captured,12
2858,1.0,1.0,captured,13
2859,1.0,1.0,captured,12
2860,-1.0,-1.0,escaped,10
2861,1.0,1.0,captured,11
2862,1.0,1.0,captured,12
2863,-1.0,-1.0,escaped,6
2864,1.0,1.0,captured,10
2865,1.0,1.0,captured,13
2866,1.0,1.0,captured,8
2867,1.0,1.0,captured,7
2868,1.0,1.0,captured,13
2869,-1.0,-1.0,escaped,16
2870,-1.0,-1.0,escaped,11
2871,1.0,1.0,captured,25
2872,1.0,1.0,captured,12
2873,1.0,1.0,captured,13
2874,1.0,1.0,captured,12
2875,1.0,1.0,captured,23
2876,1.0,1.0,captured,12
2877,1.0,1.0,captured,11
2878,1.0,1.0,captured,12
2879,1.0,1.0,captured,13
2880,1.0,1.0,captured,22
2881,-1.0,-1.0,escaped,7
2882,-1.0,-1.0,escaped,8
2883,1.0,1.0,captured,5
2884,1.0,1.0,captured,11
2885,1.0,1.0,captured,21
2886,-1.0,-1.0,escaped,4
2887,1.0,1.0,captured,12
2888,1.0,1.0,captured,9
2889,1.0,1.0,captured,13
2890,1.0,1.0,captured,14
2891,1.0,1.0,captured,7
2892,1.0,1.0,captured,21
2893,1.0,1.0,captured,13
2894,1.0,1.0,captured,11
2895,1.0,1.0,captured,11
2896,1.0,1.0,captured,12
2897,1.0,1.0,captured,14
2898,1.0,1.0,captured,10
2899,1.0,1.0,captured,9
2900,1.0,1.0,captured,26
2901,1.0,1.0,captured,8
2902,-1.0,-1.0,escaped,12
2903,1.0,1.0,captured,13
2904,1.0,1.0,captured,15
2905,1.0,1.0,captured,11
2906,1.0,1.0,captured,12
2907,1.0,1.0,captured,9
2908,1.0,1.0,captured,12
2909,1.0,1.0,captured,13
2910,1.0,1.0,captured,9
2911,1.0,1.0,captured,2
2912,1.0,1.0,captured,9
2913,1.0,1.0,captured,10
2914,1.0,1.0,captured,9
2915,1.0,1.0,captured,8
2916,1.0,1.0,captured,11
2917,-1.0,-1.0,escaped,16
2918,1.0,1.0,captured,14
2919,-1.0,-1.0,escaped,8
2920,1.0,1.0,captured,9
2921,1.0,1.0,captured,9
2922,1.0,1.0,captured,7
2923,1.0,1.0,captured,12
2924,-1.0,-1.0,escaped,9
2925,1.0,1.0,captured,6
2926,-1.0,-1.0,escaped,4
2927,1.0,1.0,captured,9
2928,1.0,1.0,captured,16
2929,1.0,1.0,captured,12
2930,-1.0,-1.0,escaped,4
2931,1.0,1.0,captured,12
2932,-1.0,-1.0,escaped,11
2933,1.0,1.0,captured,21
2934,1.0,1.0,captured,7
2935,1.0,1.0,captured,10
2936,1.0,1.0,captured,5
2937,1.0,1.0,captured,16
2938,1.0,1.0,captured,10
2939,1.0,1.0,captured,10
2940,-1.0,-1.0,escaped,10
2941,1.0,1.0,captured,8
2942,-1.0,-1.0,escaped,10
2943,1.0,1.0,captured,13
2944,1.0,1.0,captured,7
2945,1.0,1.0,captured,11
2946,1.0,1.0,captured,13
2947,1.0,1.0,captured,19
2948,1.0,1.0,captured,11
2949,1.0,1.0,captured,6
2950,1.0,1.0,captured,9
2951,-1.0,-1.0,escaped,10
2952,1.0,1.0,captured,14
2953,1.0,1.0,captured,13
2954,1.0,1.0,captured,15
2955,1.0,1.0,captured,14
2956,-1.0,-1.0,escaped,11
2957,1.0,1.0,captured,14
2958,1.0,1.0,captured,11
2959,1.0,1.0,captured,11
2960,1.0,1.0,captured,12
2961,-1.0,-1.0,escaped,8
2962,1.0,1.0,captured,6
2963,1.0,1.0,captured,13
2964,1.0,1.0,captured,11
2965,1.0,1.0,captured,11
2966,1.0,1.0,captured,8
2967,1.0,1.0,captured,7
2968,1.0,1.0,captured,6
2969,1.0,1.0,captured,18
2970,1.0,1.0,captured,10
2971,1.0,1.0,captured,26
2972,1.0,1.0,captured,24
2973,-1.0,-1.0,escaped,4
2974,1.0,1.0,captured,10
2975,1.0,1.0,captured,10
2976,1.0,1.0,captured,8
2977,1.0,1.0,captured,12
2978,-1.0,-1.0,escaped,7
2979,1.0,1.0,captured,7
2980,1.0,1.0,captured,11
2981,1.0,1.0,captured,13
2982,1.0,1.0,captured,7
2983,1.0,1.0,captured,9
2984,-1.0,-1.0,escaped,10
2985,1.0,1.0,captured,10
2986,-1.0,-1.0,escaped,9
2987,1.0,1.0,captured,6
2988,-1.0,-1.0,escaped,13
2989,-1.0,-1.0,escaped,5
2990,1.0,1.0,captured,12
2991,1.0,1.0,captured,12
2992,1.0,1.0,captured,10
2993,1.0,1.0,captured,11
2994,1.0,1.0,captured,20
2995,1.0,1.0,captured,11
2996,1.0,1.0,captured,9
2997,1.0,1.0,captured,12
2998,1.0,1.0,captured,10
2999,-1.0,-1.0,escaped,4
3000,1.0,1.0,captured,11
3001,1.0,1.0,captured,10
3002,-1.0,-1.0,escaped,14
3003,1.0,1.0,captured,5
3004,1.0,1.0,captured,7
3005,1.0,1.0,captured,23
3006,1.0,1.0,captured,16
3007,1.0,1.0,captured,14
3008,1.0,1.0,captured,9
3009,1.0,1.0,captured,14
3010,1.0,1.0,captured,12
3011,1.0,1.0,captured,9
3012,1.0,1.0,captured,12
3013,-1.0,-1.0,escaped,8
3014,1.0,1.0,captured,18
3015,1.0,1.0,captured,8
3016,-1.0,-1.0,escaped,13
3017,1.0,1.0,captured,11
3018,1.0,1.0,captured,12
3019,-1.0,-1.0,escaped,20
3020,1.0,1.0,captured,9
3021,-1.0,-1.0,escaped,10
3022,1.0,1.0,captured,7
3023,-1.0,-1.0,escaped,9
3024,1.0,1.0,captured,12
3025,1.0,1.0,captured,6
3026,1.0,1.0,captured,10
3027,1.0,1.0,captured,22
3028,1.0,1.0,captured,12
3029,1.0,1.0,captured,15
3030,1.0,1.0,captured,11
3031,1.0,1.0,captured,7
3032,1.0,1.0,captured,8
3033,1.0,1.0,captured,9
3034,1.0,1.0,captured,16
3035,1.0,1.0,captured,10
3036,1.0,1.0,captured,9
3037,1.0,1.0,captured,13
3038,1.0,1.0,captured,7
3039,1.0,1.0,captured,7
3040,1.0,1.0,captured,6
3041,1.0,1.0,captured,11
3042,-1.0,-1.0,escaped,7
3043,1.0,1.0,captured,11
3044,1.0,1.0,captured,6
3045,1.0,1.0,captured,25
3046,-1.0,-1.0,escaped,7
3047,-1.0,-1.0,escaped,9
3048,1.0,1.0,captured,8
3049,-1.0,-1.0,escaped,8
3050,-1.0,-1.0,escaped,11
3051,1.0,1.0,captured,12
3052,1.0,1.0,captured,8
3053,-1.0,-1.0,escaped,6
3054,1.0,1.0,captured,15
3055,1.0,1.0,captured,10
3056,1.0,1.0,captured,10
3057,1.0,1.0,captured,12
3058,1.0,1.0,captured,5
3059,-1.0,-1.0,escaped,14
3060,1.0,1.0,captured,11
3061,1.0,1.0,captured,11
3062,1.0,1.0,captured,9
3063,1.0,1.0,captured,8
3064,1.0,1.0,captured,9
3065,1.0,1.0,captured,11
3066,-1.0,-1.0,escaped,7
3067,1.0,1.0,captured,13
3068,1.0,1.0,captured,13
3069,1.0,1.0,captured,10
3070,1.0,1.0,captured,10
3071,1.0,1.0,captured,11
3072,1.0,1.0,captured,9
3073,1.0,1.0,captured,15
3074,1.0,1.0,captured,21
3075,1.0,1.0,captured,24
3076,-1.0,-1.0,escaped,17
3077,-1.0,-1.0,escaped,8
3078,1.0,1.0,captured,21
3079,1.0,1.0,captured,9
3080,1.0,1.0,captured,9
3081,1.0,1.0,captured,13
3082,1.0,1.0,captured,9
3083,1.0,1.0,captured,9
3084,-1.0,-1.0,escaped,11
3085,1.0,1.0,captured,9
3086,-1.0,-1.0,escaped,4
3087,-1.0,-1.0,escaped,8
3088,1.0,1.0,captured,9
3089,-1.0,-1.0,escaped,4
3090,1.0,1.0,captured,26
3091,1.0,1.0,captured,9
3092,1.0,1.0,captured,12
3093,1.0,1.0,captured,12
3094,-1.0,-1.0,escaped,19
3095,1.0,1.0,captured,22
3096,1.0,1.0,captured,15
3097,1.0,1.0,captured,5
3098,1.0,1.0,captured,14
3099,1.0,1.0,captured,8
3100,1.0,1.0,captured,9
3101,1.0,1.0,captured,14
3102,1.0,1.0,captured,9
3103,1.0,1.0,captured,13
3104,1.0,1.0,captured,15
3105,1.0,1.0,captured,10
3106,1.0,1.0,captured,12
3107,-1.0,-1.0,escaped,7
3108,1.0,1.0,captured,11
3109,1.0,1.0,captured,12
3110,1.0,1.0,captured,16
3111,1.0,1.0,captured,8
3112,1.0,1.0,captured,12
3113,1.0,1.0,captured,9
3114,1.0,1.0,captured,11
3115,1.0,1.0,captured,12
3116,1.0,1.0,captured,10
3117,1.0,1.0,captured,16
3118,-1.0,-1.0,escaped,4
3119,-1.0,-1.0,escaped,7
3120,-1.0,-1.0,escaped,4
3121,1.0,1.0,captured,11
3122,-1.0,-1.0,escaped,7
3123,1.0,1.0,captured,7
3124,1.0,1.0,captured,21
3125,1.0,1.0,captured,13
3126,1.0,1.0,captured,11
3127,1.0,1.0,captured,10
3128,1.0,1.0,captured,12
3129,1.0,1.0,captured,8
3130,1.0,1.0,captured,8
3131,-1.0,-1.0,escaped,8
3132,1.0,1.0,captured,15
3133,1.0,1.0,captured,11
3134,1.0,1.0,captured,11
3135,1.0,1.0,captured,13
3136,1.0,1.0,captured,17
3137,1.0,1.0,captured,11
3138,1.0,1.0,captured,11
3139,1.0,1.0,captured,11
3140,1.0,1.0,captured,12
3141,1.0,1.0,captured,8
3142,1.0,1.0,captured,12
3143,1.0,1.0,captured,10
3144,1.0,1.0,captured,12
3145,-1.0,-1.0,escaped,7
3146,1.0,1.0,captured,13
3147,-1.0,-1.0,escaped,9
3148,1.0,1.0,captured,11
3149,1.0,1.0,captured,12
3150,1.0,1.0,captured,11
3151,1.0,1.0,captured,12
3152,-1.0,-1.0,escaped,4
3153,1.0,1.0,captured,9
3154,1.0,1.0,captured,10
3155,1.0,1.0,captured,9
3156,-1.0,-1.0,escaped,12
3157,1.0,1.0,captured,15
3158,1.0,1.0,captured,12
3159,1.0,1.0,captured,24
3160,-1.0,-1.0,escaped,13
3161,1.0,1.0,captured,12
3162,1.0,1.0,captured,11
3163,1.0,1.0,captured,13
3164,1.0,1.0,captured,10
3165,1.0,1.0,captured,15
3166,1.0,1.0,captured,8
3167,1.0,1.0,captured,14
3168,1.0,1.0,captured,13
3169,1.0,1.0,captured,10
3170,1.0,1.0,captured,7
3171,1.0,1.0,captured,11
3172,-1.0,-1.0,escaped,10
3173,-1.0,-1.0,escaped,8
3174,1.0,1.0,captured,12
3175,1.0,1.0,captured,14
3176,1.0,1.0,captured,10
3177,1.0,1.0,captured,13
3178,1.0,1.0,captured,8
3179,1.0,1.0,captured,4
3180,-1.0,-1.0,escaped,7
3181,1.0,1.0,captured,14
3182,1.0,1.0,captured,10
3183,1.0,1.0,captured,12
3184,1.0,1.0,captured,9
3185,1.0,1.0,captured,10
3186,1.0,1.0,captured,11
3187,1.0,1.0,captured,12
3188,1.0,1.0,captured,11
3189,1.0,1.0,captured,10
3190,1.0,1.0,captured,16
3191,1.0,1.0,captured,11
3192,1.0,1.0,captured,6
3193,-1.0,-1.0,escaped,1
3194,1.0,1.0,captured,13
3195,1.0,1.0,captured,23
