timesteps,ep_return,ep_length
40,-1.1244596242904663,5
40,-1.1244596242904663,5
48,-0.9436790943145752,6
48,-0.9436790943145752,6
80,-1.1215806007385254,10
80,-1.1215806007385254,10
80,-1.1174345016479492,4
80,-1.1174345016479492,4
104,-0.9408343434333801,3
104,-0.9408343434333801,3
112,1.1333112716674805,4
112,1.1333112716674805,4
120,1.0,2
120,1.0,2
152,-0.8231003880500793,4
152,-0.8231003880500793,4
160,-1.2585673332214355,15
160,-1.2585673332214355,15
192,0.9147720336914062,4
192,0.9147720336914062,4
192,-1.8239637613296509,24
192,-1.8239637613296509,24
288,-1.665632724761963,17
288,-1.665632724761963,17
344,-1.1159110069274902,7
344,-1.1159110069274902,7
440,-2.6904687881469727,41
440,-2.6904687881469727,41
456,1.0,2
456,1.0,2
472,1.0,2
472,1.0,2
480,-2.3396687507629395,36
480,-2.3396687507629395,36
512,-1.1590286493301392,5
512,-1.1590286493301392,5
568,-0.20640015602111816,28
568,-0.20640015602111816,28
608,-1.7684001922607422,16
608,-1.7684001922607422,16
616,1.0958809852600098,6
616,1.0958809852600098,6
632,1.0574233531951904,3
632,1.0574233531951904,3
640,0.44379860162734985,16
640,0.44379860162734985,16
672,-0.8894777297973633,4
672,-0.8894777297973633,4
680,-0.8337739706039429,6
680,-0.8337739706039429,6
736,1.281886339187622,7
736,1.281886339187622,7
760,-3.9758007526397705,71
760,-3.9758007526397705,71
824,0.9945492148399353,8
824,0.9945492148399353,8
824,-1.3919228315353394,11
824,-1.3919228315353394,11
856,-0.9961257576942444,4
856,-0.9961257576942444,4
864,-2.348687171936035,31
864,-2.348687171936035,31
904,-1.095276117324829,6
904,-1.095276117324829,6
936,-0.9839674234390259,4
936,-0.9839674234390259,4
976,-0.8808238506317139,5
976,-0.8808238506317139,5
976,-1.391111969947815,19
976,-1.391111969947815,19
992,-1.5716688632965088,16
992,-1.5716688632965088,16
1008,-1.0279994010925293,4
1008,-1.0279994010925293,4
1008,-0.9894590377807617,4
1008,-0.9894590377807617,4
1024,-1.0975373983383179,4
1024,-1.0975373983383179,4
1024,-2.8829078674316406,44
1024,-2.8829078674316406,44
1040,1.0,2
1040,1.0,2
1080,-1.0881123542785645,9
1080,-1.0881123542785645,9
1104,-1.1230804920196533,10
1104,-1.1230804920196533,10
1112,1.0577600002288818,4
1112,1.0577600002288818,4
1120,0.9088672995567322,10
1120,0.9088672995567322,10
1152,-0.8598133325576782,4
1152,-0.8598133325576782,4
1176,-0.935401201248169,8
1176,-0.935401201248169,8
1192,-1.1921916007995605,11
1192,-1.1921916007995605,11
1200,1.0148382186889648,3
1200,1.0148382186889648,3
1208,1.0,2
1208,1.0,2
1248,1.2933236360549927,6
1248,1.2933236360549927,6
1280,-0.9268410205841064,4
1280,-0.9268410205841064,4
1312,-1.6388397216796875,20
1312,-1.6388397216796875,20
1384,-2.6897430419921875,47
1384,-2.6897430419921875,47
1432,-0.916987419128418,6
1432,-0.916987419128418,6
1496,-2.002376079559326,23
1496,-2.002376079559326,23
1552,-1.238463044166565,15
1552,-1.238463044166565,15
1576,-2.671654462814331,46
1576,-2.671654462814331,46
1720,-1.4853627681732178,55
1720,-1.4853627681732178,55
1912,-3.2141103744506836,52
1912,-3.2141103744506836,52
1968,1.250023603439331,7
1968,1.250023603439331,7
1976,-3.3196349143981934,53
1976,-3.3196349143981934,53
2008,-1.052329659461975,5
2008,-1.052329659461975,5
2032,1.0033050775527954,3
2032,1.0033050775527954,3
2040,-0.7839334011077881,8
2040,-0.7839334011077881,8
2072,-0.916416585445404,5
2072,-0.916416585445404,5
2104,-1.0524840354919434,4
2104,-1.0524840354919434,4
2304,-5.591679096221924,91
2304,-5.591679096221924,91
2336,1.1273162364959717,4
2336,1.1273162364959717,4
2376,-0.9984133839607239,5
2376,-0.9984133839607239,5
2384,-2.5342416763305664,35
2384,-2.5342416763305664,35
2400,1.0,2
2400,1.0,2
2416,-1.1244202852249146,5
2416,-1.1244202852249146,5
2432,1.1528980731964111,4
2432,1.1528980731964111,4
2456,1.169354796409607,5
2456,1.169354796409607,5
2488,1.0860743522644043,4
2488,1.0860743522644043,4
2488,-3.458042621612549,56
2488,-3.458042621612549,56
2504,-1.2572345733642578,9
2504,-1.2572345733642578,9
2528,-5.1999921798706055,101
2528,-5.1999921798706055,101
2544,-0.9578004479408264,5
2544,-0.9578004479408264,5
2544,-0.8778080940246582,7
2544,-0.8778080940246582,7
2584,-1.107611894607544,5
2584,-1.107611894607544,5
2592,0.7779937982559204,6
2592,0.7779937982559204,6
2640,-1.5997967720031738,19
2640,-1.5997967720031738,19
2680,-0.9610623121261597,5
2680,-0.9610623121261597,5
2720,0.9509011507034302,5
2720,0.9509011507034302,5
2728,-2.130661964416504,25
2728,-2.130661964416504,25
2744,-0.9856545925140381,3
2744,-0.9856545925140381,3
2776,1.0777149200439453,4
2776,1.0777149200439453,4
2840,-0.8870542645454407,8
2840,-0.8870542645454407,8
2896,-1.2128403186798096,7
2896,-1.2128403186798096,7
2952,-1.1591758728027344,7
2952,-1.1591758728027344,7
2984,1.1060757637023926,4
2984,1.1060757637023926,4
3024,-1.129575252532959,5
3024,-1.129575252532959,5
3064,1.1950597763061523,5
3064,1.1950597763061523,5
3392,-4.097137928009033,101
3392,-4.097137928009033,101
3400,-4.958127975463867,101
3400,-4.958127975463867,101
3432,-0.9269603490829468,4
3432,-0.9269603490829468,4
3488,-0.9711066484451294,7
3488,-0.9711066484451294,7
3536,-5.212642669677734,101
3536,-5.212642669677734,101
3552,1.0,2
3552,1.0,2
3632,-1.4810380935668945,18
3632,-1.4810380935668945,18
3656,-4.637460708618164,74
3656,-4.637460708618164,74
3672,-1.0333465337753296,5
3672,-1.0333465337753296,5
3712,-1.069299340248108,7
3712,-1.069299340248108,7
3712,-0.6554169654846191,5
3712,-0.6554169654846191,5
3744,-1.1334912776947021,4
3744,-1.1334912776947021,4
3808,-2.152214527130127,32
3808,-2.152214527130127,32
3872,1.2411143779754639,8
3872,1.2411143779754639,8
4040,-2.243349552154541,37
4040,-2.243349552154541,37
4080,0.11515402793884277,26
4080,0.11515402793884277,26
4088,-2.6566972732543945,47
4088,-2.6566972732543945,47
4088,-1.0742906332015991,6
4088,-1.0742906332015991,6
4120,-1.173802375793457,5
4120,-1.173802375793457,5
4128,-1.37147855758667,5
4128,-1.37147855758667,5
4152,-4.995558738708496,95
4152,-4.995558738708496,95
4160,1.0962308645248413,4
4160,1.0962308645248413,4
4168,1.0982990264892578,6
4168,1.0982990264892578,6
4208,-0.9384737610816956,5
4208,-0.9384737610816956,5
4216,-0.8263773918151855,7
4216,-0.8263773918151855,7
4256,-1.0910744667053223,5
4256,-1.0910744667053223,5
4312,-0.9693673253059387,7
4312,-0.9693673253059387,7
4432,0.8881368041038513,15
4432,0.8881368041038513,15
4544,-1.562053918838501,14
4544,-1.562053918838501,14
4576,1.1156412363052368,4
4576,1.1156412363052368,4
4608,-3.786475658416748,65
4608,-3.786475658416748,65
4616,-3.262742757797241,51
4616,-3.262742757797241,51
4632,1.018464207649231,3
4632,1.018464207649231,3
4688,-0.9813173413276672,7
