rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,train/clip_fraction,train/clip_range,train/approx_kl,train/value_loss,train/loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/n_updates
2.6800148487091064,29,237568,477,497,51.79,0.07247314453125,0.2,0.006102341,0.21399454500351567,0.07479932904243469,0.5730268955230713,0.0003,-0.520084750908427,-0.0005864062499313149,280
2.9027199745178223,30,245760,493,497,51.13,0.07281494140625,0.2,0.0051710214,0.23579553943127393,0.07853993028402328,0.6078802347183228,0.0003,-0.5116908445954322,-0.001428705321450252,290
2.749274253845215,31,253952,512,495,50.49,0.05401611328125,0.2,0.0035743203,0.22871587817789987,0.12030918151140213,0.5781532526016235,0.0003,-0.47624889528378844,0.0010392509851953947,300
2.8379921913146973,32,262144,532,492,57.51,0.0675048828125,0.2,0.0064652627,0.2814448579272721,0.07431017607450485,0.5370398759841919,0.0003,-0.4871748096076772,-0.00020251581190677825,310
3.1413869857788086,33,270336,551,490,55.5,0.0787841796875,0.2,0.0067044636,0.19594494950433727,0.10932456701993942,0.6323431730270386,0.0003,-0.4813603182090446,-0.002692166465203627,320
2.9847280979156494,34,278528,568,489,50.43,0.063330078125,0.2,0.006036564,0.16574834488565102,0.08054135739803314,0.6129727363586426,0.0003,-0.4539931909646839,-0.00032290231447404947,330
3.0103299617767334,35,286720,586,489,53.3,0.05594482421875,0.2,0.0065468643,0.21638879714300857,0.1756030023097992,0.5481916666030884,0.0003,-0.42479474532883615,0.0011430548822318088,340
3.0766382217407227,36,294912,603,488,55.76,0.07115478515625,0.2,0.008795971,0.21612260415568016,0.044953104108572006,0.5836002826690674,0.0003,-0.42350075717549773,0.0012952744824360706,350
3.303584337234497,37,303104,620,488,57.61,0.06962890625,0.2,0.0073864944,0.17707649386138655,0.08179828524589539,0.5664613246917725,0.0003,-0.3934317981591448,0.00030480688028546867,360
2.8992104530334473,38,311296,637,488,53.93,0.05882568359375,0.2,0.006099457,0.15886588039866184,0.04818405583500862,0.646767258644104,0.0003,-0.40109899162780493,0.0026599059370710164,370
3.095301628112793,39,319488,655,487,55.76,0.065966796875,0.2,0.006897142,0.18041919809475077,0.0791492909193039,0.6399669051170349,0.0003,-0.42192809958942235,-0.0004335958963565645,380
2.8794949054718018,40,327680,673,486,52.74,0.05841064453125,0.2,0.0039182724,0.17551303902291693,0.06674764305353165,0.6648720502853394,0.0003,-0.40542955121491103,0.0007324331485506263,390
3.160360813140869,41,335872,690,486,53.48,0.06212158203125,0.2,0.0055798055,0.20727105822006706,0.07936140894889832,0.5329892039299011,0.0003,-0.3833705067052506,0.0008622282991382236,400
3.083249092102051,42,344064,707,486,51.25,0.06337890625,0.2,0.0059700836,0.16532392197987064,0.03666131943464279,0.6427197456359863,0.0003,-0.417877241387032,0.0022593262632653933,410
3.3411965370178223,43,352256,723,486,56.14,0.069482421875,0.2,0.0066572,0.20983582859917077,0.1836828887462616,0.5837567448616028,0.0003,-0.40104522292967887,0.00023972363603661507,420
3.0821754932403564,44,360448,741,485,51.05,0.06884765625,0.2,0.008042766,0.13902556999237276,0.06125357747077942,0.6559787392616272,0.0003,-0.400218311836943,0.0011324985342071158,430
2.904258966445923,45,368640,758,485,49.5,0.07847900390625,0.2,0.0082440525,0.22471396773762536,0.07185220718383789,0.5962648391723633,0.0003,-0.42077759753447025,0.0011637728428468108,440
3.190059185028076,46,376832,775,486,51.1,0.07125244140625,0.2,0.007039816,0.17816715660737828,0.07371607422828674,0.6266810297966003,0.0003,-0.379302762914449,0.001182419472206675,450
3.2520270347595215,47,385024,791,486,54.21,0.0757568359375,0.2,0.0066247564,0.1661375107272761,0.0450504831969738,0.6507219076156616,0.0003,-0.3728756483178586,0.00048739424273662734,460
3.2369024753570557,48,393216,808,486,52.66,0.05941162109375,0.2,0.0048076534,0.165270800126018,0.046106331050395966,0.6242202520370483,0.0003,-0.3883835124084726,0.001228392235316278,470
3.1906490325927734,49,401408,825,486,55.23,0.06109619140625,0.2,0.0071510463,0.1950221611710731,0.08718863129615784,0.5287086367607117,0.0003,-0.3846949692466296,0.0022780776833315032,480
