timesteps,ep_return,ep_length
488,-2.592820882797241,61
488,-2.592820882797241,61
488,-2.875181198120117,61
488,-2.875181198120117,61
488,-2.957901954650879,61
488,-2.957901954650879,61
488,-3.0775647163391113,61
488,-3.0775647163391113,61
520,-1.1069591045379639,4
520,-1.1069591045379639,4
560,-0.9044275283813477,9
560,-0.9044275283813477,9
680,0.3547874093055725,20
680,0.3547874093055725,20
920,-1.1326403617858887,54
920,-1.1326403617858887,54
976,-2.889549493789673,61
976,-2.889549493789673,61
984,-2.5318775177001953,38
984,-2.5318775177001953,38
1048,-3.016803026199341,61
1048,-3.016803026199341,61
1248,-3.2211811542510986,41
1248,-3.2211811542510986,41
1312,-0.9114564657211304,8
1312,-0.9114564657211304,8
1384,-2.4954020977020264,42
1384,-2.4954020977020264,42
1464,-3.034073829650879,61
1464,-3.034073829650879,61
1472,-3.0508933067321777,61
1472,-3.0508933067321777,61
1552,-1.4598314762115479,11
1552,-1.4598314762115479,11
1800,-3.3705029487609863,61
1800,-3.3705029487609863,61
1872,-2.999406099319458,61
1872,-2.999406099319458,61
1960,-2.824753999710083,61
1960,-2.824753999710083,61
2016,-1.757352590560913,18
2016,-1.757352590560913,18
2040,-3.1101553440093994,61
2040,-3.1101553440093994,61
2056,-1.0864568948745728,5
2056,-1.0864568948745728,5
2096,-0.7899250984191895,5
2096,-0.7899250984191895,5
2144,-1.0416218042373657,6
2144,-1.0416218042373657,6
2288,-2.7906172275543213,61
2288,-2.7906172275543213,61
2304,-2.006366491317749,20
2304,-2.006366491317749,20
2360,-3.0641703605651855,50
2360,-3.0641703605651855,50
2520,0.42287325859069824,20
2520,0.42287325859069824,20
2528,-2.9185585975646973,61
2528,-2.9185585975646973,61
2632,-2.328248977661133,41
2632,-2.328248977661133,41
2776,-2.7322423458099365,61
2776,-2.7322423458099365,61
2808,-2.364779472351074,35
2808,-2.364779472351074,35
2888,-3.498530864715576,46
2888,-3.498530864715576,46
2952,-1.1160565614700317,8
2952,-1.1160565614700317,8
3120,-2.431424617767334,61
3120,-2.431424617767334,61
3264,-2.978882074356079,61
3264,-2.978882074356079,61
3296,-2.8066470623016357,61
3296,-2.8066470623016357,61
3384,-1.1157807111740112,11
3384,-1.1157807111740112,11
3440,-3.529449701309204,61
3440,-3.529449701309204,61
3608,-2.517756938934326,61
3608,-2.517756938934326,61
3624,-1.8596431016921997,23
3624,-1.8596431016921997,23
3664,-2.579989433288574,35
3664,-2.579989433288574,35
3680,0.7761884331703186,7
3680,0.7761884331703186,7
3752,-3.352097749710083,61
3752,-3.352097749710083,61
4096,-2.7491848468780518,61
4096,-2.7491848468780518,61
4152,-2.7482945919036865,61
4152,-2.7482945919036865,61
4168,-2.7836194038391113,61
4168,-2.7836194038391113,61
4168,-1.6676266193389893,9
4168,-1.6676266193389893,9
4240,-2.6966397762298584,61
4240,-2.6966397762298584,61
4424,-2.141188144683838,32
4424,-2.141188144683838,32
4640,-2.7260658740997314,61
4640,-2.7260658740997314,61
4656,-3.0836377143859863,61
4656,-3.0836377143859863,61
4728,-3.44576358795166,61
4728,-3.44576358795166,61
4880,-3.524826765060425,57
4880,-3.524826765060425,57
5128,-2.9667656421661377,61
5128,-2.9667656421661377,61
5144,-3.3101465702056885,61
5144,-3.3101465702056885,61
5216,-3.298135280609131,61
5216,-3.298135280609131,61
5368,-2.7826499938964844,61
5368,-2.7826499938964844,61
5616,-3.057697296142578,61
5616,-3.057697296142578,61
5632,-2.8534443378448486,61
5632,-2.8534443378448486,61
5704,-3.1702420711517334,61
5704,-3.1702420711517334,61
5728,-3.0657763481140137,45
5728,-3.0657763481140137,45
5968,-0.23328471183776855,30
5968,-0.23328471183776855,30
6104,-2.580944299697876,61
6104,-2.580944299697876,61
6120,-2.8399300575256348,61
6120,-2.8399300575256348,61
6192,-3.3552284240722656,61
6192,-3.3552284240722656,61
6456,-2.7879679203033447,61
6456,-2.7879679203033447,61
6592,-3.0774765014648438,61
6592,-3.0774765014648438,61
6608,-3.133258581161499,61
6608,-3.133258581161499,61
6656,-0.895709753036499,8
6656,-0.895709753036499,8
6680,-2.9087467193603516,61
6680,-2.9087467193603516,61
6888,-2.7294154167175293,35
6888,-2.7294154167175293,35
6944,-2.9224071502685547,61
6944,-2.9224071502685547,61
6976,0.5275859832763672,11
6976,0.5275859832763672,11
7144,-3.415508985519409,61
7144,-3.415508985519409,61
7168,-3.0608625411987305,61
7168,-3.0608625411987305,61
7192,0.15407150983810425,27
7192,0.15407150983810425,27
7400,-1.6387851238250732,26
7400,-1.6387851238250732,26
7432,-2.5669238567352295,61
7432,-2.5669238567352295,61
7448,-1.1342902183532715,6
7448,-1.1342902183532715,6
7480,-1.187377691268921,4
7480,-1.187377691268921,4
7632,-2.6800003051757812,61
7632,-2.6800003051757812,61
7656,-3.261765956878662,61
7656,-3.261765956878662,61
7920,-2.842155933380127,61
7920,-2.842155933380127,61
7968,-2.6600444316864014,61
7968,-2.6600444316864014,61
8120,-2.84116792678833,61
8120,-2.84116792678833,61
8144,-2.9773738384246826,61
8144,-2.9773738384246826,61
8408,-2.6797757148742676,61
8408,-2.6797757148742676,61
8456,-3.0433573722839355,61
8456,-3.0433573722839355,61
8544,0.39722907543182373,17
8544,0.39722907543182373,17
8600,-1.9760844707489014,18
8600,-1.9760844707489014,18
8608,-2.7815024852752686,61
8608,-2.7815024852752686,61
8632,-2.8275225162506104,61
